pet_disease_id,pet_disease_name,human_disease_id,human_disease_name,mesh_id,mesh_url,sim_claimed,n_pet_labels,verdict,sim_1_0_defensible,occurs_in,vet_counterpart_name,key_difference,pmid,pubmed_url,url,source_name,note,source_disease_db,source_bridge
474,Hyperthyroidism,76,Hyperthyroidism,D006980,https://meshb.nlm.nih.gov/record/ui?ui=D006980,1.0,1,ANALOGOUS,False,dog/cat,"Feline hyperthyroidism (functional thyroid adenoma / adenomatous hyperplasia); in dogs, hyperthyroidism secondary to thyroid carcinoma","Feline hyperthyroidism is a non-autoimmune autonomous nodular disease (no circulating thyroid-stimulating immunoglobulins) that models human toxic nodular goiter rather than Graves' disease, which causes most human hyperthyroidism; in dogs it is rare and almost always caused by thyroid carcinoma.",,,https://www.msdvetmanual.com/endocrine-system/the-thyroid-gland/hyperthyroidism-in-animals,"MSD Vet Manual, 'Hyperthyroidism in Animals'","The thyrotoxic syndrome and antithyroid drug therapy (methimazole, radioiodine) genuinely overlap, but the autoimmune mechanism dominating the human node does not transfer, and dog vs cat etiologies are themselves different diseases.",MeSH (NLM),source (https://www.msdvetmanual.com/endocrine-system/the-thyroid-gland/hyperthyroidism-in-animals)
484,"Carcinoma, Hepatocellular",175,"Carcinoma, Hepatocellular",D006528,https://meshb.nlm.nih.gov/record/ui?ui=D006528,1.0,1,ANALOGOUS,False,dog,Canine hepatocellular carcinoma (massive/solitary form),"Canine HCC lacks the chronic hepatitis B/C and cirrhosis background that drives the majority of human HCC (HBV alone = 55% of cases globally), and presents as a solitary resectable massive mass in >50% of dogs rather than multifocal disease on a globally cirrhotic liver.",36136704,https://pubmed.ncbi.nlm.nih.gov/36136704/,https://pmc.ncbi.nlm.nih.gov/articles/PMC9505178/,"Vet Sci 2022, Comparative Oncology: Management of Hepatic Neoplasia in Humans and Dogs","Real canine tumor with reported molecular similarity to human HCC, but the etiologic and staging context differs enough that antiviral/cirrhosis-driven human HCC drug associations would not transfer cleanly.",MeSH (NLM),literature (PMID 36136704)
486,Polycythemia Vera,180,Polycythemia Vera,D011087,https://meshb.nlm.nih.gov/record/ui?ui=D011087,1.0,1,ANALOGOUS,False,dog/cat,Primary erythrocytosis (polycythemia vera),"Human PV is defined molecularly by JAK2 V617F in ~95% of cases, whereas canine/feline primary erythrocytosis is essentially a diagnosis of exclusion with only anecdotal JAK2 confirmation in dogs and none supported in cats, so the JAK-driven mechanism that anchors human PV drug biology is not established in pets.",21320566,https://pubmed.ncbi.nlm.nih.gov/21320566/,https://pubmed.ncbi.nlm.nih.gov/21320566/,"Beurlet et al., Exp Hematol 2011; Merck Vet Manual (Erythrocytosis in Animals)","Merck does call it an uncommon MPN of dogs, cats and calves treated with phlebotomy/hydroxyurea, so the edge is defensible, but the Beurlet paper reports JAK2 V617F/C618L in only a single dog — molecular equivalence is not established.",MeSH (NLM),literature (PMID 21320566)
493,"Pneumonia, Pneumocystis",248,"Pneumonia, Pneumocystis",D011020,https://meshb.nlm.nih.gov/record/ui?ui=D011020,1.0,1,ANALOGOUS,False,dog,Canine Pneumocystis pneumonia (Pneumocystis canis),"Pneumocystis is strictly host-specific: dogs are infected by the genetically distinct P. canis and cannot be infected by human P. jirovecii, and the predisposing immunodeficiency is inherited (CARMIL2 nonsense variant / IgG deficiency in Cavalier King Charles Spaniels and miniature dachshunds) rather than the HIV/iatrogenic immunosuppression that dominates human PCP.",,,https://pmc.ncbi.nlm.nih.gov/articles/PMC10970956/,"J Fungi 2024;10(3):198 (Coffey et al., CARMIL2 immunodeficiency in CKCS)","Same clinical entity type (interstitial pneumonia in an immunodeficient host) and authors call the dogs 'a valuable natural model', but different pathogen species and different host-immunity route; rare and breed-restricted in dogs, and I found no established feline PCP. I did not see a PMID rendered on the page so left it empty rather than guess.",MeSH (NLM),source (https://pmc.ncbi.nlm.nih.gov/articles/PMC10970956/)
495,Melanoma,295,Melanoma,D008545,https://meshb.nlm.nih.gov/record/ui?ui=D008545,1.0,1,ANALOGOUS,False,dog/cat,Canine oral malignant melanoma (mucosal melanoma),"Canine melanoma arises predominantly in sun-shielded oral mucosa and is consistently BRAF wild-type with no UV mutational signature, low point-mutation burden and copy-number/structural-variant-driven biology -- it maps onto human MUCOSAL melanoma, not the UV- and BRAF V600-driven cutaneous melanoma (~60% BRAF-mutant) that dominates the human 'Melanoma' concept and its approved drugs.",30664638,https://pubmed.ncbi.nlm.nih.gov/30664638/,https://pubmed.ncbi.nlm.nih.gov/30664638/,"Nat Commun 2019;10:353 -- cross-species genomic comparison of human mucosal, canine oral and equine melanoma",High-impact bridge risk: BRAF/MEK inhibitors linked to the human melanoma node would transfer to a BRAF-wild-type canine disease where they are mechanistically inapplicable.,MeSH (NLM),literature (PMID 30664638)
496,"Cholestasis, Intrahepatic",320,"Cholestasis, Intrahepatic",D002780,https://meshb.nlm.nih.gov/record/ui?ui=D002780,1.0,1,ANALOGOUS,False,dog/cat,Cholangitis/cholangiohepatitis complex; feline hepatic lipidosis; canine vacuolar hepatopathy,"Intrahepatic cholestasis in dogs/cats is a secondary pathophysiologic state driven by infectious/inflammatory cholangitis, hepatic lipidosis or vacuolar hepatopathy, whereas MeSH D002780 in humans is anchored by primary autoimmune/genetic cholangiopathies (PBC, PSC, PFIC, intrahepatic cholestasis of pregnancy) for which I found no evidence of recognized canine or feline counterparts.",,,https://onlinelibrary.wiley.com/doi/10.1111/jsap.13433,"J Small Anim Pract 2022 (Jaffey, Canine intrahepatic biliary disease); WSAVA feline cholangitis classification","Edge is partly defensible because the shared cholestatic state is real and ursodiol is used in both species, but it is a syndrome not a disease -- sim=1.0 asserts identity with human primary cholangiopathies that do not occur in dogs/cats. Absence of PBC/PSC in dogs/cats is an absence-of-evidence finding from my searches, not a cited positive statement, so treat that half with mild caution.",MeSH (NLM),source (https://onlinelibrary.wiley.com/doi/10.1111/jsap.13433)
497,Thyroid Neoplasms,336,Thyroid Neoplasms,D013964,https://meshb.nlm.nih.gov/record/ui?ui=D013964,1.0,1,ANALOGOUS,False,dog/cat,Canine thyroid carcinoma (follicular/medullary); feline thyroid adenoma-hyperplasia,"Species diverge sharply in both directions: dogs get predominantly large, invasive, NON-functional follicular or medullary carcinomas (papillary rare, RAS/RAF signalling largely uninvolved, ~1/3 metastatic at diagnosis), cats get >95% BENIGN functional adenoma/hyperplasia causing hyperthyroidism, while human thyroid cancer is ~85% papillary, BRAF/RAS-driven and comparatively indolent.",,,https://journals.sagepub.com/doi/10.1177/03009858231177225,"Vet Pathol 2024 (Athey et al., canine thyroid carcinoma review); VSSO thyroid tumor monographs","One MeSH term is being forced to cover three materially different diseases across human, dog and cat; the dominant histology and driver pathways differ in each.",MeSH (NLM),source (https://journals.sagepub.com/doi/10.1177/03009858231177225)
500,Hepatolenticular Degeneration,394,Hepatolenticular Degeneration,D006527,https://meshb.nlm.nih.gov/record/ui?ui=D006527,1.0,1,ANALOGOUS,False,dog,"Copper-associated chronic hepatitis / copper toxicosis (Bedlington Terrier, Labrador Retriever, Doberman Pinscher)","The canine disease is purely hepatic - the 'lenticular' half does not occur: 'Neurologic and ocular signs as a result of copper accumulation have not been observed in dogs with CAH', no Kayser-Fleischer rings - and the classic Bedlington model is driven by COMMD1 deletion rather than the human ATP7B.",,,https://www.frontiersin.org/journals/veterinary-science/articles/10.3389/fvets.2025.1692603/full,Frontiers in Veterinary Science 2025 comparative review (DOI 10.3389/fvets.2025.1692603),"Real, well-studied comparative model (ATP7B variants do occur in Labradors/Dobermans, and COMMD1 stabilizes ATP7B, so mechanisms partly overlap), but the 2025 review explicitly treats canine CAH and human Wilson disease as related-but-distinct entities; a Wilson-model review (PMC6531654) independently states 'neurological features are absent as are Kayser-Fleischer rings' in Bedlingtons. Sim=1.0 overstates a liver-only phenotype as a hepatolenticular one.",MeSH (NLM),source (https://www.frontiersin.org/journals/veterinary-science/articles/10.3389/fvets.2025.1692603/full)
477,"Anemia, Hemolytic, Autoimmune",96,"Anemia, Hemolytic, Autoimmune",D000744,https://meshb.nlm.nih.gov/record/ui?ui=D000744,1.0,5,EQUIVALENT,True,dog/cat,Immune-mediated hemolytic anemia (IMHA),,,,https://onlinelibrary.wiley.com/doi/10.1111/jvim.15441,"ACVIM consensus statement 2019 (Garden et al., diagnosis of IMHA in dogs and cats)","Same core pathophysiology (anti-erythrocyte autoantibody, DAT/Coombs-positive, predominantly warm IgG extravascular hemolysis) and the ACVIM panel explicitly adapted human AIHA guidelines; caveat is that thromboembolism complicates 30-50% of canine cases, far above the human rate, so severity/natural history differ even though the entity does not.",MeSH (NLM),source (https://onlinelibrary.wiley.com/doi/10.1111/jvim.15441)
483,Osteosarcoma,168,Osteosarcoma,D012516,https://meshb.nlm.nih.gov/record/ui?ui=D012516,1.0,4,EQUIVALENT,True,dog,,,36570509,https://pubmed.ncbi.nlm.nih.gov/36570509/,https://pmc.ncbi.nlm.nih.gov/articles/PMC9773846/,Front Vet Sci 2022 comparative oncology review,"Source states canine phenotypes are 'closely matched' to human OSA in pathology, progression, treatment options and prognosis; only clear divergence is age distribution (dogs 7-9 yr vs human pediatric peak), which does not change the entity — feline OSA exists but was not verified in this audit.",MeSH (NLM),literature (PMID 36570509)
455,Asthma,2,Asthma,D001249,https://meshb.nlm.nih.gov/record/ui?ui=D001249,1.0,3,EQUIVALENT,True,cat,,,,,https://www.merckvetmanual.com/respiratory-system/respiratory-diseases-of-small-animals/feline-bronchial-asthma,"MSD/Merck Vet Manual, Feline Bronchial Asthma","Cats only - MSD describes Th2/IgE-driven eosinophilic inflammation, airway hyperresponsiveness, obstruction and remodeling as in people, and it is widely called a natural model of human allergic asthma; two caveats: true asthma is essentially absent in DOGS (canine counterpart is chronic bronchitis), and MSD notes cats are exceptionally serotonin-responsive, serotonin being the dominant allergen-induced bronchoconstrictor - a mediator difference that matters for drug repurposing.",MeSH (NLM),source (https://www.merckvetmanual.com/respiratory-system/respiratory-diseases-of-small-animals/feline-bronchial-asthma)
458,Brain Neoplasms,5,Brain Neoplasms,D001932,https://meshb.nlm.nih.gov/record/ui?ui=D001932,1.0,3,EQUIVALENT,True,dog/cat,,,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC6856054/,"'Canine Primary Intracranial Cancer: A Clinicopathologic and Comparative Review of Glioma, Meningioma, and Choroid Plexus Tumors' (PMC6856054)","Dogs are the only non-human mammal that spontaneously develops brain tumours at human-like frequency (~3% at necropsy) with a parallel spectrum of histologic types; caveat at subtype level - canine gliomas lack the IDH1 R132H mutation found in ~70% of human low-grade gliomas and resemble human PEDIATRIC glioma, so 1.0 is fair for the umbrella term but would overstate an adult-glioma-specific claim.",MeSH (NLM),source (https://pmc.ncbi.nlm.nih.gov/articles/PMC6856054/)
459,Osteoarthritis,8,Osteoarthritis,D010003,https://meshb.nlm.nih.gov/record/ui?ui=D010003,1.0,3,EQUIVALENT,True,dog/cat,,,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC7097182/,"'Spontaneous dog osteoarthritis - a One Medicine vision', Nature Reviews Rheumatology 2019 (PMC7097182)","Source states the histopathology and pathogenesis of dog OA most closely resemble those of PRIMARY human OA, with shared joint sites (knee/hip/shoulder/elbow) and shared pain neurophysiology; only caveat is that canine OA more often follows joint instability (hip dysplasia, cranial cruciate rupture) - but 20-40% of human hip OA likewise traces to developmental dysplasia, so the etiologic gap is smaller than it first appears.",MeSH (NLM),source (https://pmc.ncbi.nlm.nih.gov/articles/PMC7097182/)
485,"Carcinoma, Islet Cell",179,"Carcinoma, Islet Cell",D018273,https://meshb.nlm.nih.gov/record/ui?ui=D018273,1.0,3,EQUIVALENT,True,dog,,,34794032,https://pubmed.ncbi.nlm.nih.gov/34794032/,https://pubmed.ncbi.nlm.nih.gov/34794032/,"Transl Oncol 2022, Canine insulinoma as a model for human malignant insulinoma research","Canine insulinoma is genuinely an islet cell CARCINOMA (~95% malignant/metastatic) and the source validates it as a model with recurrence and prognosis similar to human malignant insulinoma; caveat worth flagging is that human insulinomas overall are ~90% benign, so only the malignant human subset matches, and MeSH D018273 also spans gastrinoma/glucagonoma which are rare in dogs.",MeSH (NLM),literature (PMID 34794032)
501,"Cardiomyopathy, Hypertrophic, Familial",417,"Cardiomyopathy, Hypertrophic, Familial",D024741,https://meshb.nlm.nih.gov/record/ui?ui=D024741,1.0,3,EQUIVALENT,True,cat,,,26776594,https://pubmed.ncbi.nlm.nih.gov/26776594/,https://pmc.ncbi.nlm.nih.gov/articles/PMC5909964/,J Vet Cardiol 2015 'The Genetic Basis of Hypertrophic Cardiomyopathy in Cats and Humans' (PMID 26776594),"Feline familial HCM maps onto human familial HCM closely: same sarcomeric gene MYBPC3 (A31P in Maine Coon, R820W/R818W in Ragdoll), autosomal dominant with incomplete penetrance and variable expressivity in both. This is a cat disease - HCM is uncommon in dogs. Minor caveats: only two causal variants are confirmed in cats vs ~11 sarcomeric genes in humans, and most non-pedigree clinical feline HCM has no identified mutation, so the 'familial' label fits the breed cases best.",MeSH (NLM),literature (PMID 26776594)
456,"Dermatitis, Atopic",3,"Dermatitis, Atopic",D003876,https://meshb.nlm.nih.gov/record/ui?ui=D003876,1.0,2,EQUIVALENT,True,dog/cat,,,,,https://onlinelibrary.wiley.com/doi/10.1111/vde.13183,"ICADA 2023 updated definition (Eisenschenk et al., Vet Dermatol 2024;35(1):3-4, doi:10.1111/vde.13183)","ICADA 2023 defines canine AD as a hereditary, pruritic, predominantly T-cell driven inflammatory skin disease with skin barrier abnormalities, allergen sensitization and microbial dysbiosis - the same core axis as human AD, and it is the best-regarded spontaneous model; residual doubt: lesion distribution differs and the feline entity is a looser umbrella ('feline atopic skin syndrome'), so 1.0 is defensible for dogs but slightly generous for cats. I did not obtain a PMID for the ICADA paper - DOI/citation seen in search results only.",MeSH (NLM),source (https://onlinelibrary.wiley.com/doi/10.1111/vde.13183)
465,Multiple Myeloma,27,Multiple Myeloma,D009101,https://meshb.nlm.nih.gov/record/ui?ui=D009101,1.0,2,EQUIVALENT,True,dog/cat,,,,,https://www.msdvetmanual.com/immune-system/immunologic-diseases/gammopathies-in-animals,"MSD Vet Manual, 'Gammopathies in Animals'","Same clinical entity in dogs and cats -- plasma cell neoplasm with monoclonal gammopathy, lytic lesions of skull/ribs/pelvis/vertebrae, hyperviscosity, treated with chemotherapy (melphalan/prednisone); minor difference is that canine myeloma proteins are commonly IgA as well as IgG.",MeSH (NLM),source (https://www.msdvetmanual.com/immune-system/immunologic-diseases/gammopathies-in-animals)
470,Colorectal Neoplasms,58,Colorectal Neoplasms,D015179,https://meshb.nlm.nih.gov/record/ui?ui=D015179,1.0,2,EQUIVALENT,True,dog/cat,,,23251390,https://pubmed.ncbi.nlm.nih.gov/23251390/,https://pubmed.ncbi.nlm.nih.gov/23251390/,"PLoS One 2012, 'Frequent alteration of the tumor suppressor gene APC in sporadic canine colorectal tumors'","Canine colorectal adenocarcinoma follows the same adenoma-carcinoma sequence with APC altered in ~70% of tumors and disrupted beta-catenin-binding repeats, and authors call sporadic canine CRCs valid molecular models of human CRC; caveat is that it is far rarer in dogs and no hereditary FAP/Lynch equivalent is described.",MeSH (NLM),literature (PMID 23251390)
487,Cryptococcosis,184,Cryptococcosis,D003453,https://meshb.nlm.nih.gov/record/ui?ui=D003453,1.0,2,EQUIVALENT,True,dog/cat,,,,,https://www.merckvetmanual.com/infectious-diseases/fungal-infections/cryptococcosis-in-animals,Merck Vet Manual,"Identical causative organisms (C. neoformans, C. gattii) and identical drug classes (fluconazole/itraconazole, amphotericin B) across species; presentation skews nasal/upper-respiratory in cats and disseminated/CNS in >50% of dogs, and unlike humans it commonly affects apparently immunocompetent animals, but the entity is the same.",MeSH (NLM),source (https://www.merckvetmanual.com/infectious-diseases/fungal-infections/cryptococcosis-in-animals)
488,"Mycobacterium Infections, Nontuberculous",200,"Mycobacterium Infections, Nontuberculous",D009165,https://meshb.nlm.nih.gov/record/ui?ui=D009165,1.0,2,EQUIVALENT,True,dog/cat,,,23331691,https://pubmed.ncbi.nlm.nih.gov/23331691/,https://www.merckvetmanual.com/generalized-conditions/mycobacterial-infections-in-animals/mycobacterial-infections-in-animals,Merck Vet Manual; Vet Dermatol 2013 (cutaneous NTM granulomas in cats and dogs),"Same organisms as human NTM disease (M. avium complex, M. fortuitum, M. chelonae, M. kansasii, several explicitly zoonotic) and same drug classes; caveat is that pet disease is dominated by cutaneous/subcutaneous granulomas and disseminated MAC rather than the pulmonary MAC that dominates human NTM, and feline leprosy agents (M. lepraemurium) have no direct human counterpart.",MeSH (NLM),literature (PMID 23331691)
489,Cushing Syndrome,201,Cushing Syndrome,D003480,https://meshb.nlm.nih.gov/record/ui?ui=D003480,1.0,2,EQUIVALENT,True,dog/cat,,,,,https://www.merckvetmanual.com/endocrine-system/the-adrenal-glands/cushing-syndrome-hyperadrenocorticism-in-animals,Merck Vet Manual,"Same core pathophysiology and same subtype split as humans (80-85% ACTH-secreting pituitary adenoma, 10-15% adrenal tumor); most common in dogs but cats are affected; differences are quantitative or peripheral (canine incidence ~1000x human, ectopic ACTH not reported in dogs, USP8 mutations absent from canine corticotroph adenomas) and do not change the entity.",MeSH (NLM),source (https://www.merckvetmanual.com/endocrine-system/the-adrenal-glands/cushing-syndrome-hyperadrenocorticism-in-animals)
499,Hemangiosarcoma,353,Hemangiosarcoma,D006394,https://meshb.nlm.nih.gov/record/ui?ui=D006394,1.0,2,EQUIVALENT,True,dog/cat,,,34296746,https://pubmed.ncbi.nlm.nih.gov/34296746/,https://pubmed.ncbi.nlm.nih.gov/34296746/,Vet Comp Oncol / PubMed 34296746 (canine+feline vs human angiosarcoma oncogenomics),"Same malignant endothelial tumor in dogs and cats; recurrent drivers TP53, PIK3CA, ATRX, GRIN2A, LRP1B shared with human angiosarcoma, and AACR/MCR comparative genomics calls canine HSA a close model of human visceral/breast angiosarcoma. Caveat: anatomic distribution differs (canine HSA mostly splenic/right-atrial and common; human AS mostly cutaneous/breast, rare, often radiation- or vinyl-chloride-associated) but this is epidemiologic, not a different entity.",MeSH (NLM),literature (PMID 34296746)
463,"Leukemia, Myeloid, Acute",17,"Leukemia, Myeloid, Acute",D015470,https://meshb.nlm.nih.gov/record/ui?ui=D015470,1.0,1,EQUIVALENT,True,dog/cat,,,12673541,https://pubmed.ncbi.nlm.nih.gov/12673541/,https://pubmed.ncbi.nlm.nih.gov/12673541/,"Vet Clin Pathol 1991, 'Proposed criteria for classification of acute myeloid leukemia in dogs and cats' (human FAB/NCI criteria adapted)","Same entity in dogs and cats and Cornell states canine AML mimics the human counterpart clinically, but canonical human drivers NPM1/DNMT3A appear absent in dogs and feline AML is often erythroid/MDS-associated, so driver-targeted human drugs may not transfer.",MeSH (NLM),literature (PMID 12673541)
481,Hypoparathyroidism,147,Hypoparathyroidism,D007011,https://meshb.nlm.nih.gov/record/ui?ui=D007011,1.0,1,EQUIVALENT,True,dog,,,,,https://www.msdvetmanual.com/musculoskeletal-system/dystrophies-associated-with-calcium-phosphorus-and-vitamin-d/hypoparathyroidism-in-dogs,MSD Vet Manual,"MSD: 'recognized primarily in dogs'; same PTH-deficiency entity with the same causes as humans (idiopathic lymphocytic/immune-mediated parathyroiditis, post-surgical) and same calcium/vitamin D therapy; the page does not cover cats, so feline occurrence is unverified here.",MeSH (NLM),source (https://www.msdvetmanual.com/musculoskeletal-system/dystrophies-associated-with-calcium-phosphorus-and-vitamin-d/hypoparathyroidism-in-dogs)
491,"Diabetes Insipidus, Neurogenic",227,"Diabetes Insipidus, Neurogenic",D020790,https://meshb.nlm.nih.gov/record/ui?ui=D020790,1.0,1,EQUIVALENT,True,dog/cat,,,8944803,https://pubmed.ncbi.nlm.nih.gov/8944803/,https://www.merckvetmanual.com/endocrine-system/the-pituitary-gland/diabetes-insipidus-in-animals,MSD/Merck Vet Manual (Diabetes Insipidus in Animals); JAVMA 1996 20-case series,"Same core pathophysiology (deficient ADH secretion from hypothalamic/pars nervosa axis), same modified water-deprivation diagnostic logic, same desmopressin treatment; MSD explicitly separates central from nephrogenic form as in humans. Uncommon but genuine in both dogs and cats.",MeSH (NLM),literature (PMID 8944803)
492,Histoplasmosis,234,Histoplasmosis,D006660,https://meshb.nlm.nih.gov/record/ui?ui=D006660,1.0,1,EQUIVALENT,True,dog/cat,,,16317912,https://pubmed.ncbi.nlm.nih.gov/16317912/,https://www.merckvetmanual.com/infectious-diseases/fungal-infections/histoplasmosis-in-animals,MSD/Merck Vet Manual (Histoplasmosis in Animals),"MSD defines it directly as 'a chronic, noncontagious, disseminated, granulomatous disease of humans and other animals due to the dimorphic fungus Histoplasma capsulatum' -- identical organism and mechanism; only organ tropism shifts (GI/hepatic predominant in dogs, respiratory/cutaneous in cats), which I judged insufficient to downgrade.",MeSH (NLM),literature (PMID 16317912)
494,Leishmaniasis,288,Leishmaniasis,D007896,https://meshb.nlm.nih.gov/record/ui?ui=D007896,1.0,1,EQUIVALENT,True,dog,,,,,https://www.leishvet.org/canine-leishmaniosis-directions/,LeishVet guidelines (canine leishmaniosis directions),"Same parasite species (Leishmania infantum), same sandfly vector, same zoonotic cycle with the dog as the main urban reservoir; a well-established veterinary disease with its own consensus guidelines. Caveat I could not verify head-to-head: canine disease is characteristically viscerocutaneous whereas human L. infantum infection presents as visceral leishmaniasis, and MeSH D007896 is a broad parent term spanning cutaneous/visceral/mucocutaneous forms -- so the edge is sound but the term is coarse. Feline leishmaniosis exists but I did not research it, hence occurs_in 'dog'.",MeSH (NLM),source (https://www.leishvet.org/canine-leishmaniosis-directions/)
498,Adrenal Cortex Neoplasms,340,Adrenal Cortex Neoplasms,D000306,https://meshb.nlm.nih.gov/record/ui?ui=D000306,1.0,1,EQUIVALENT,True,dog/cat,,,,,https://www.merckvetmanual.com/endocrine-system/the-adrenal-glands/cushing-syndrome-hyperadrenocorticism-in-animals,MSD/Merck Vet Manual (Cushing Syndrome/Hyperadrenocorticism in Animals),"Same cell of origin and same functional adenoma/adenocarcinoma spectrum causing cortisol excess (adrenal-dependent hyperadrenocorticism = 10-15% of canine cases), with mitotane -- also the human adrenocortical carcinoma drug -- effective in both. Weaker points I flag honestly: canine tumors are usually detected because they are functional whereas human adrenocortical neoplasms are mostly non-functional incidentalomas, canine carcinoma prognosis is far better than human ACC, and MSD gave only limited detail on cats (rare; feline tumors more often aldosterone-secreting).",MeSH (NLM),source (https://www.merckvetmanual.com/endocrine-system/the-adrenal-glands/cushing-syndrome-hyperadrenocorticism-in-animals)
